"All Outlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/services/data-insights/","110546","","Data & Insights","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/services/digital-marketing/","114457","","Digital Marketing","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/education/","96389","","Education","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/cases/","132090","","Cases","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/technology/","106843","","Technology","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/events/","89206","","Events","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/events/web-analytics-wednesday/","100711","","Web Analytics Wednesday","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/events/measure-camp/","75667","","Measure Camp","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/events/digital-impact-forum/","106149","","Digital Impact Forum","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/blog/","100563","","Blog","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/contact/","83939","","Contact","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/contact/","83939","","Menu","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/about-us/cookies/","75181","","Cookies","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/about-us/terms-of-use/","77605","","Terms of Use","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/about-us/privacy-policy/","75074","","Privacy","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.com/contact/","83939","","Scroll to top","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/contact/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.dk/kontakt/","84184","","Danish","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.se/kontakt/","85323","","Swedish","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://iihnordic.no/kontakt/","81192","","Norwegian","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.facebook.com/iihnordic/","2767508","","","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.linkedin.com/company/iih-nordic","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/contact/","https://twitter.com/IIH_Nordic","418832","","","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.youtube.com/user/iihnordic","299391","","","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/contact/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/contact/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"IMG","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-sans.png","15724","IIH Nordic","","200","OK","true"
"IMG","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-white.png","6722","","","200","OK","true"
"IMG","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/uploads/IIH-13-1.jpg","56868","","","200","OK","true"
"IMG","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/uploads/logo-outline.png","9110","","","200","OK","true"
"CSS","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_0d8acfe9397f6e73eb6e9659710bd994.css","0","","","200","OK","true"
"CSS","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_8e04b3ee5cd6c41e7be5498ccdffe25c.css","1636","","","200","OK","true"
"CSS","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_fb0a95a1ed5dcf43010c1bee755162fe.css","1099","","","200","OK","true"
"CSS","https://iihnordic.com/contact/","https://fonts.googleapis.com/css?family=Lato:300,400,700","0","","","200","OK","true"
"CSS","https://iihnordic.com/contact/","https://fonts.googleapis.com/css?family=Poppins:300,regular,500,600,700&subset=latin%2Clatin-ext","0","","","200","OK","true"
"JS","https://iihnordic.com/contact/","https://iihnordic.com/wp-includes/js/jquery/jquery.js?ver=1.12.4","0","","","200","OK","true"
"JS","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/plugins/flow-flow/js/require-utils.js?ver=3.2.0","0","","","200","OK","true"
"JS","https://iihnordic.com/contact/","https://iihnordic.com/wp-content/cache/autoptimize/js/autoptimize_548134e2aaab5872b285bf08dcc6e3f8.js","0","","","200","OK","true"
"HTML Canonical","https://iihnordic.com/contact/","https://iihnordic.com/contact/","83939","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/contact/","https://iihnordic.dk/kontakt/","84184","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/contact/","https://iihnordic.com/contact/","83939","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/contact/","https://iihnordic.se/kontakt/","85323","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/contact/","https://iihnordic.no/kontakt/","81192","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/events/waw/","https://iihnordic.dk/events/waw/","97903","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/events/waw/","https://iihnordic.com/events/web-analytics-wednesday/","100711","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/events/waw/","https://iihnordic.se/events/web-analytics-wednesday/","96029","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/events/waw/","https://iihnordic.no/eventer/web-analytics-wednesday/","95798","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/uddannelse/","https://iihnordic.dk/uddannelse/","96932","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/uddannelse/","https://iihnordic.com/education/","96389","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/uddannelse/","https://iihnordic.se/utbildning/","101065","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.dk/uddannelse/","https://iihnordic.no/utdanning/","100180","","","200","OK","true"
"HSTS Redirect","http://www.facebook.com/sharer.php?u=https://iihnordic.com/blog/machine-learning-meets-the-cloud-intelligent-prefetching/&t=Machine%20Learning%20meets%20the%20Cloud%3A%20Intelligent%20Prefetching","https://www.facebook.com/sharer.php?u=https://iihnordic.com/blog/machine-learning-meets-the-cloud-intelligent-prefetching/&t=Machine%20Learning%20meets%20the%20Cloud%3A%20Intelligent%20Prefetching","","","","","","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/","https://iihnordic.dk/om/","87066","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/","https://iihnordic.com/about-us/","85794","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/","https://iihnordic.se/om-oss/","86631","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/","https://iihnordic.no/om-iih-nordic/","85193","","","200","OK","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=fr","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=en","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ar","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ja","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=es","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=de","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=it","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=id","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=pt","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ko","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=tr","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ru","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=nl","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=fil","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ms","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=zh-tw","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=zh-cn","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=hi","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=no","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=sv","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=fi","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=da","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=pl","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=hu","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=fa","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=he","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ur","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=th","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=uk","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ca","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ga","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=el","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=eu","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=cs","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=gl","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ro","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=hr","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=en-gb","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=vi","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=bn","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=bg","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=sr","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=sk","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=gu","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=mr","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=ta","","","","","","true"
"HTML_HREFLANG","https://twitter.com/IIH_Nordic","https://twitter.com/iih_nordic?lang=kn","","","","","","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/","111707","IIH Nordic","","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/","85794","","About Us","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/we-are-iih-nordic/","173353","","We are IIH Nordic","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/career/","77171","","Career","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/4-days-work-week/","92370","","4 Day Work Week","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/services/","94093","","Services","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/services/strategy/","87141","","Strategy","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/services/data-insights/","110546","","Data & Insights","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/services/digital-marketing/","114457","","Digital Marketing","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/education/","96389","","Education","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/cases/","132090","","Cases","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/technology/","106843","","Technology","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/","89206","","Events","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/","100711","","Web Analytics Wednesday","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/measure-camp/","75667","","Measure Camp","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/digital-impact-forum/","106149","","Digital Impact Forum","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/blog/","100563","","Blog","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/contact/","83939","","Contact","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","101924","","Menu","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","101924","","11 April 2018","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/wawcph-feb-2018-review/","113590","","21 Feb 2018","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/wawcph-feb-2018-review/","113590","","Read more…","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/speakers/anders-dalgaard/","73706","","","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/cookies/","75181","","Cookies","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/terms-of-use/","77605","","Terms of Use","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/about-us/privacy-policy/","75074","","Privacy","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","101924","","Scroll to top","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.eventbrite.com/e/web-analytics-wednesday-copenhagen-2018-2-tickets-43392343668","158311","","","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/in/robanalytics/","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.eventbrite.com/e/web-analytics-wednesday-copenhagen-2018-3-tickets-46056718886","119644","","Register Here","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/in/črt-podlogar-9b008a5/","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/in/črt-podlogar-9b008a5/","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/in/marta-florentyna-saratowicz/","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/in/anders-dalgaard-1b364146/","1461","","","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.linkedin.com/company/iih-nordic","1461","","Linkedin","999","Request denied","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.facebook.com/iihnordic/","2767508","","Facebook","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://twitter.com/IIH_Nordic","418832","","Twitter","200","OK","true"
"AHREF","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.youtube.com/user/iihnordic","299391","","Youtube","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-sans.png","15724","IIH Nordic","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-white.png","6722","","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Unavngivet-tegning-1.jpg","56283","","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/logo-outline.png","9110","","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Rob-McLaughlin-300x300.jpg","8388","Rob McLaughlin","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Laura-300x300.jpg","16595","Laura Sayag ","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Crt-Podlogar.jpg","15602","Crt Podlogar ","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Marta-Florentyna-Saratowicz-288x300.png","37507","Marta Florentyna Saratowicz","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/Anders-Dalgaard-300x300.jpg","9963","Anders Dalgaard","","200","OK","true"
"IMG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/uploads/2017/10/iihnordic-340x156-sans-300x138.png","10839","","","200","OK","true"
"CSS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_0d8acfe9397f6e73eb6e9659710bd994.css","0","","","200","OK","true"
"CSS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_8e04b3ee5cd6c41e7be5498ccdffe25c.css","1636","","","200","OK","true"
"CSS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/cache/autoptimize/css/autoptimize_fb0a95a1ed5dcf43010c1bee755162fe.css","1099","","","200","OK","true"
"CSS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://fonts.googleapis.com/css?family=Lato:300,400,700","0","","","200","OK","true"
"CSS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://fonts.googleapis.com/css?family=Poppins:300,regular,500,600,700&subset=latin%2Clatin-ext","0","","","200","OK","true"
"JS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-includes/js/jquery/jquery.js?ver=1.12.4","0","","","200","OK","true"
"JS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/plugins/flow-flow/js/require-utils.js?ver=3.2.0","0","","","200","OK","true"
"JS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://www.eventbrite.com/static/widgets/eb_widgets.js","112732","","","200","OK","true"
"JS","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/wp-content/cache/autoptimize/js/autoptimize_548134e2aaab5872b285bf08dcc6e3f8.js","0","","","200","OK","true"
"HTML Canonical","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","101924","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","https://iihnordic.com/events/web-analytics-wednesday/web-analytics-wednesday-copenhagen-11-april-2018-review/","101924","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/privacy-policy/","https://iihnordic.dk/om/privacy/","74969","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/privacy-policy/","https://iihnordic.com/about-us/privacy-policy/","75074","","","200","OK","true"
"HTML_HREFLANG","https://iihnordic.se/om-oss/privacy-policy/","https://iihnordic.se/om-oss/privacy-policy/","73580","","","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/","111707","IIH Nordic","","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/about-us/","85794","","About Us","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/about-us/we-are-iih-nordic/","173353","","We are IIH Nordic","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/about-us/career/","77171","","Career","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/about-us/4-days-work-week/","92370","","4 Day Work Week","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/services/","94093","","Services","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/services/strategy/","87141","","Strategy","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/services/data-insights/","110546","","Data & Insights","200","OK","true"
"AHREF","https://iihnordic.com/services/digital-marketing/seo-search-engine-optimization/","https://iihnordic.com/services/digital-marketing/","114457","","Digital Marketing","200","OK","true"
